ID,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
9263,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,94,AUSTRALIA,49.5,29.7,36,0
4718,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,CHINA,45,0,36,0
5298,EPX,Travel Agency,Online,Cancellation Plan,60,MALAYSIA,10,0,31,0
5073,EPX,Travel Agency,Online,Cancellation Plan,43,UNITED STATES,80,0,30,0
2647,C2B,Airlines,Online,Bronze Plan,61,SINGAPORE,53.5,13.38,30,0
5042,JZI,Airlines,Online,Value Plan,44,GERMANY,87,30.45,39,0
5716,EPX,Travel Agency,Online,1 way Comprehensive Plan,88,ISRAEL,30,0,36,0
9508,EPX,Travel Agency,Online,Cancellation Plan,11,CHINA,17,0,36,0
5356,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,9,AUSTRALIA,69.3,41.58,43,0
4484,EPX,Travel Agency,Online,Cancellation Plan,49,SINGAPORE,18,0,35,0
8453,EPX,Travel Agency,Online,Cancellation Plan,35,CANADA,72,0,30,0
6211,EPX,Travel Agency,Online,Cancellation Plan,24,MALAYSIA,11,0,29,0
9201,EPX,Travel Agency,Online,2 way Comprehensive Plan,32,INDONESIA,27.40180079,0,36,1
9604,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,CHINA,32,0,36,0
2736,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,SPAIN,84,0,36,0
9376,JZI,Airlines,Online,Value Plan,36,GERMANY,167,58.45,44,0
9992,EPX,Travel Agency,Online,Cancellation Plan,134,UNITED KINGDOM,106,0,36,0
3826,C2B,Airlines,Online,Silver Plan,9,SINGAPORE,29.5,7.38,32,1
8112,EPX,Travel Agency,Online,2 way Comprehensive Plan,22,UNITED STATES,31,0,23,0
8781,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,9,MALAYSIA,31,20.15,40,0
5349,EPX,Travel Agency,Online,Cancellation Plan,9,THAILAND,14,0,36,0
9621,KML,Travel Agency,Online,Value Plan,32,INDONESIA,48,18.24,48,0
6966,EPX,Travel Agency,Online,2 way Comprehensive Plan,86,"TAIWAN, PROVINCE OF CHINA",30,0,36,0
8628,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,83,MALAYSIA,69.3,41.58,44,0
6527,EPX,Travel Agency,Online,Cancellation Plan,3,MALAYSIA,11,0,39,0
8289,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29,AUSTRALIA,95.11100108,57.06660065,48,1
9218,SSI,Airlines,Online,Ticket Protector,48,SINGAPORE,2.76,0.77,48,0
4262,JZI,Airlines,Online,Basic Plan,24,THAILAND,18,6.3,55,0
6042,EPX,Travel Agency,Online,Cancellation Plan,18,MALAYSIA,10,0,32,0
9258,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,29,AUSTRALIA,39.6,23.76,52,0
3760,EPX,Travel Agency,Online,Cancellation Plan,20,UNITED STATES,10,0,39,0
7911,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,MALAYSIA,20,0,36,0
4960,EPX,Travel Agency,Online,2 way Comprehensive Plan,28,JAPAN,77,0,36,0
2684,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,"KOREA, REPUBLIC OF",64,0,36,0
7690,C2B,Airlines,Online,Gold Plan,27,SINGAPORE,68.93701082,17.23425271,39,1
3159,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,CHINA,37,0,36,0
2213,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,"KOREA, REPUBLIC OF",39.6,23.76,34,0
2314,EPX,Travel Agency,Online,Cancellation Plan,3,SINGAPORE,20,0,36,0
6216,EPX,Travel Agency,Online,2 way Comprehensive Plan,40,UNITED STATES,20,0,49,0
6842,EPX,Travel Agency,Online,2 way Comprehensive Plan,34,GERMANY,85.7003228,0,36,1
2549,EPX,Travel Agency,Online,Cancellation Plan,40,NORWAY,80,0,36,0
7300,EPX,Travel Agency,Online,Cancellation Plan,16,MALAYSIA,12,0,36,0
8575,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,23,UNITED KINGDOM,0,17.82,39,0
6438,C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,27,6.75,39,0
5057,EPX,Travel Agency,Online,2 way Comprehensive Plan,80,CAMBODIA,28,0,36,0
7963,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,AUSTRALIA,9.9,5.94,51,0
9848,EPX,Travel Agency,Online,2 way Comprehensive Plan,32,MALAYSIA,20,0,57,0
2465,EPX,Travel Agency,Online,Cancellation Plan,4,INDONESIA,23,0,36,0
8987,EPX,Travel Agency,Online,2 way Comprehensive Plan,45,THAILAND,20,0,35,0
6165,EPX,Travel Agency,Online,Cancellation Plan,8,CHINA,10,0,36,0
8933,EPX,Travel Agency,Online,Cancellation Plan,13,CANADA,64,0,22,0
9159,LWC,Travel Agency,Online,Annual Travel Protect Gold,379,UNITED STATES,323.4,210.21,36,1
9529,EPX,Travel Agency,Online,2 way Comprehensive Plan,110,CHINA,59.32765787,0,36,1
2979,EPX,Travel Agency,Online,Cancellation Plan,6,HONG KONG,51,0,36,0
6411,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,THAILAND,22,0,25,0
5731,C2B,Airlines,Online,Gold Plan,25,SINGAPORE,48.32331989,12.08110065,32,1
8198,EPX,Travel Agency,Online,Cancellation Plan,41,SINGAPORE,12,0,36,0
5668,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,VIET NAM,51,0,32,0
9217,EPX,Travel Agency,Online,Cancellation Plan,29,INDONESIA,22,0,36,0
4184,EPX,Travel Agency,Online,Cancellation Plan,148,NEW ZEALAND,45,0,36,0
3061,EPX,Travel Agency,Online,2 way Comprehensive Plan,25,VIET NAM,25,0,36,0
7832,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,AUSTRALIA,9.9,5.94,31,0
7265,EPX,Travel Agency,Online,Cancellation Plan,37,UNITED STATES,80,0,55,0
4605,C2B,Airlines,Online,Silver Plan,5,SINGAPORE,19.82907887,4.962269719,62,1
3317,C2B,Airlines,Online,Bronze Plan,12,SINGAPORE,20,5,32,0
8468,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,19,UNITED STATES,49.5,29.7,55,0
2117,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,216,54,43,1
9002,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,47,AUSTRALIA,39.6,23.76,31,0
9923,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,MALAYSIA,29.7,17.82,45,0
2209,EPX,Travel Agency,Online,Cancellation Plan,2,JAPAN,14,0,27,0
2776,JZI,Airlines,Online,Value Plan,10,"TAIWAN, PROVINCE OF CHINA",45,15.75,63,0
9407,EPX,Travel Agency,Online,2 way Comprehensive Plan,84,MYANMAR,20,0,36,0
5038,EPX,Travel Agency,Online,Cancellation Plan,2,INDIA,10,0,36,0
6280,EPX,Travel Agency,Online,Cancellation Plan,48,SINGAPORE,32,0,36,0
6681,EPX,Travel Agency,Online,Cancellation Plan,5,MALAYSIA,28,0,36,0
9957,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,137,THAILAND,39.6,23.76,46,0
4937,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,216,54,41,0
4711,EPX,Travel Agency,Online,1 way Comprehensive Plan,13,INDIA,24,0,36,0
2670,C2B,Airlines,Online,Silver Plan,19,SINGAPORE,24.05,6.01,43,0
3802,EPX,Travel Agency,Online,2 way Comprehensive Plan,53,MOROCCO,89,0,36,0
5808,EPX,Travel Agency,Online,Cancellation Plan,26,CHINA,35,0,42,0
7914,C2B,Airlines,Online,Bronze Plan,13,SINGAPORE,23.5,5.88,36,0
4107,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,50,AUSTRALIA,76.31275347,45.78765208,34,1
3557,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,32,AUSTRALIA,0,65.34,32,0
2417,EPX,Travel Agency,Online,Cancellation Plan,19,THAILAND,15,0,39,0
7725,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,11,JAPAN,36.5,23.73,50,0
2060,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,75,AUSTRALIA,79.2,47.52,52,0
9151,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,THAILAND,29.7,17.82,37,0
9620,EPX,Travel Agency,Online,Cancellation Plan,11,ITALY,80,0,36,0
5781,JZI,Airlines,Online,Basic Plan,30,CHINA,26,9.1,36,0
5872,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,THAILAND,30,0,24,0
8032,EPX,Travel Agency,Online,Cancellation Plan,4,SINGAPORE,10,0,36,0
6629,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,13.5,3.38,29,0
7861,EPX,Travel Agency,Online,Cancellation Plan,56,ITALY,40,0,36,0
5510,EPX,Travel Agency,Online,2 way Comprehensive Plan,35,KAZAKHSTAN,112,0,36,0
3147,EPX,Travel Agency,Online,Cancellation Plan,77,THAILAND,19,0,35,0
6058,EPX,Travel Agency,Online,2 way Comprehensive Plan,3,HONG KONG,26,0,36,0
7129,EPX,Travel Agency,Online,1 way Comprehensive Plan,11,AUSTRALIA,20,0,36,0
6315,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,CHINA,41,0,36,0
9528,JZI,Airlines,Online,Basic Plan,40,THAILAND,18,6.3,62,0
7806,EPX,Travel Agency,Online,Cancellation Plan,2,SINGAPORE,11,0,36,0
4499,EPX,Travel Agency,Online,Cancellation Plan,102,MALAYSIA,41,0,27,0
6696,C2B,Airlines,Online,Bronze Plan,149,SINGAPORE,17,4.25,49,0
8493,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,CHINA,26,0,36,0
7729,EPX,Travel Agency,Online,Cancellation Plan,5,HONG KONG,61,0,27,0
4265,EPX,Travel Agency,Online,1 way Comprehensive Plan,19,CHINA,31,0,36,0
7599,EPX,Travel Agency,Online,Cancellation Plan,8,INDIA,22,0,35,0
6405,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,36,ICELAND,69.3,41.58,28,1
5027,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,HONG KONG,24,0,36,0
4043,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,INDONESIA,20,0,40,0
4097,C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,21.70108208,5.42527052,38,1
8632,EPX,Travel Agency,Online,Cancellation Plan,4,SINGAPORE,10,0,36,0
5190,EPX,Travel Agency,Online,Cancellation Plan,19,PHILIPPINES,13,0,24,0
2890,EPX,Travel Agency,Online,Cancellation Plan,27,VIET NAM,12,0,36,0
5986,C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,39,9.75,28,0
7180,EPX,Travel Agency,Online,Cancellation Plan,126,SPAIN,70,0,36,0
6874,EPX,Travel Agency,Online,Cancellation Plan,13,VIET NAM,59,0,36,0
5006,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,NORWAY,0,35.64,38,0
3537,EPX,Travel Agency,Online,Cancellation Plan,7,MALAYSIA,10,0,36,0
7428,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,32,AUSTRALIA,99,59.4,31,0
9752,JZI,Airlines,Online,Basic Plan,16,HONG KONG,35,12.25,72,0
5687,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,1,UNITED KINGDOM,9.9,5.94,31,0
6407,EPX,Travel Agency,Online,2 way Comprehensive Plan,160,CHINA,22,0,36,0
7162,JZI,Airlines,Online,Basic Plan,7,BRUNEI DARUSSALAM,22,7.7,45,0
4591,EPX,Travel Agency,Online,Cancellation Plan,4,CAMBODIA,23,0,36,0
4806,EPX,Travel Agency,Online,1 way Comprehensive Plan,140,SINGAPORE,24,0,36,0
2443,EPX,Travel Agency,Online,2 way Comprehensive Plan,8,CHINA,30.63405346,0,33,1
8787,JZI,Airlines,Online,Basic Plan,24,SRI LANKA,26,9.1,45,0
3886,JZI,Airlines,Online,Basic Plan,36,MYANMAR,37,12.95,29,0
2690,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,53,THAILAND,-49.5,29.7,52,0
6985,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,HONG KONG,29.68444905,0,36,1
6730,C2B,Airlines,Online,Silver Plan,26,SINGAPORE,35.46592393,8.871460939,33,1
3403,C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,18,4.5,43,0
9832,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,INDIA,48,0,44,0
4114,JZI,Airlines,Online,Basic Plan,56,INDONESIA,42,14.7,35,0
7863,KML,Travel Agency,Online,Premier Plan,7,INDONESIA,49,18.62,48,0
8308,C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,51.81332791,12.95333198,30,1
2175,RAB,Airlines,Online,Value Plan,35,BRUNEI DARUSSALAM,23,9.2,28,0
4665,EPX,Travel Agency,Online,Cancellation Plan,19,HONG KONG,34,0,36,0
4155,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,8,JAPAN,0,22.91,33,0
2459,EPX,Travel Agency,Online,Cancellation Plan,77,PHILIPPINES,15.68885267,0,36,1
7755,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,THAILAND,43,0,36,0
3659,EPX,Travel Agency,Online,Cancellation Plan,17,PHILIPPINES,10,0,36,0
2762,EPX,Travel Agency,Online,2 way Comprehensive Plan,31,TURKEY,90.16456884,0,35,1
6431,EPX,Travel Agency,Online,2 way Comprehensive Plan,46,ISRAEL,0,0,36,0
3648,EPX,Travel Agency,Online,1 way Comprehensive Plan,28,CHINA,34,0,36,0
2039,JWT,Airlines,Online,Value Plan,21,INDIA,71.10557763,19.99048033,89,1
2462,EPX,Travel Agency,Online,1 way Comprehensive Plan,7,SINGAPORE,20,0,36,0
5515,EPX,Travel Agency,Online,2 way Comprehensive Plan,13,MALAYSIA,20,0,57,0
6849,EPX,Travel Agency,Online,Cancellation Plan,35,"TAIWAN, PROVINCE OF CHINA",13,0,36,0
2659,EPX,Travel Agency,Online,2 way Comprehensive Plan,3,CAMBODIA,53,0,36,0
8267,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,HONG KONG,20,0,28,0
3681,EPX,Travel Agency,Online,Cancellation Plan,27,CHINA,10,0,26,0
6600,EPX,Travel Agency,Online,Cancellation Plan,32,CHINA,28,0,36,0
7345,EPX,Travel Agency,Online,2 way Comprehensive Plan,28,UNITED KINGDOM,94,0,36,0
8598,EPX,Travel Agency,Online,Cancellation Plan,1,SINGAPORE,10,0,26,0
9068,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,CHINA,41,0,36,0
7185,C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,33.5,8.38,33,0
3090,EPX,Travel Agency,Online,2 way Comprehensive Plan,21,MALAYSIA,20,0,36,0
4440,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,40,UNITED STATES,39.6,23.76,49,0
7327,JWT,Airlines,Online,Value Plan,32,INDIA,31,12.4,118,0
5752,JZI,Airlines,Online,Basic Plan,8,PHILIPPINES,18,6.3,34,0
4269,EPX,Travel Agency,Online,Cancellation Plan,19,"TAIWAN, PROVINCE OF CHINA",10,0,36,0
3728,EPX,Travel Agency,Online,Cancellation Plan,4,SAUDI ARABIA,15,0,36,0
9329,EPX,Travel Agency,Online,Cancellation Plan,12,UNITED STATES,10,0,19,0
4219,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,UNITED STATES,112,0,22,0
5073,EPX,Travel Agency,Online,2 way Comprehensive Plan,25,MALAYSIA,40,0,36,0
8480,EPX,Travel Agency,Online,Cancellation Plan,13,JAPAN,34,0,36,0
5504,C2B,Airlines,Online,Bronze Plan,19,SINGAPORE,20.98520173,5.248646152,28,1
6163,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39,AUSTRALIA,70.23333218,42.13999931,36,1
7558,JZI,Airlines,Online,Basic Plan,3,HONG KONG,-21.10998592,7.668849507,59,1
5504,EPX,Travel Agency,Online,Cancellation Plan,18,CHINA,32,0,36,0
3918,C2B,Airlines,Online,Gold Plan,28,SINGAPORE,27,6.75,42,0
7395,EPX,Travel Agency,Online,Cancellation Plan,18,INDONESIA,17,0,36,0
6741,C2B,Airlines,Online,Annual Silver Plan,429,SINGAPORE,270.8295491,67.71182026,33,1
3199,EPX,Travel Agency,Online,Cancellation Plan,94,MAURITIUS,58,0,36,0
5909,EPX,Travel Agency,Online,Cancellation Plan,4,VIET NAM,19,0,36,0
7873,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,153,NORWAY,39.6,23.76,29,0
8926,EPX,Travel Agency,Online,2 way Comprehensive Plan,91,CHINA,37,0,36,0
4070,EPX,Travel Agency,Online,2 way Comprehensive Plan,80,UNITED KINGDOM,83,0,36,0
5061,EPX,Travel Agency,Online,2 way Comprehensive Plan,71,"TAIWAN, PROVINCE OF CHINA",36,0,35,0
2431,EPX,Travel Agency,Online,2 way Comprehensive Plan,40,THAILAND,24.80203712,0,36,1
3425,EPX,Travel Agency,Online,Cancellation Plan,44,UNITED ARAB EMIRATES,31,0,35,0
8515,C2B,Airlines,Online,Silver Plan,16,SINGAPORE,73.43600015,18.35733027,33,1
3014,EPX,Travel Agency,Online,Cancellation Plan,19,GERMANY,80,0,36,0
2277,EPX,Travel Agency,Online,Cancellation Plan,10,"KOREA, REPUBLIC OF",17,0,29,0
2596,EPX,Travel Agency,Online,Cancellation Plan,14,CHINA,41,0,36,0
7852,C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,60,15,26,0
2195,ART,Airlines,Online,24 Protect,60,SINGAPORE,72.8,25.48,48,0
6013,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,PHILIPPINES,20,0,36,0
2484,C2B,Airlines,Online,Bronze Plan,35,SINGAPORE,86,21.5,28,0
3739,EPX,Travel Agency,Online,1 way Comprehensive Plan,20,UNITED KINGDOM,0,0,36,0
3480,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,THAILAND,29.7,17.82,22,0
9021,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,HONG KONG,33,0,36,0
9295,EPX,Travel Agency,Online,2 way Comprehensive Plan,49,JAPAN,66,0,36,0
2079,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,27,6.75,67,0
5408,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,42,UNITED ARAB EMIRATES,69.3,41.58,35,0
8204,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,14,THAILAND,29.7,17.82,46,0
5832,EPX,Travel Agency,Online,Cancellation Plan,41,SINGAPORE,11,0,36,0
9076,EPX,Travel Agency,Offline,2 way Comprehensive Plan,6,THAILAND,20,0,36,0
3725,EPX,Travel Agency,Online,Cancellation Plan,6,BANGLADESH,12,0,36,0
3065,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,VIET NAM,20,0,35,0
4786,C2B,Airlines,Online,Silver Plan,15,SINGAPORE,46.8,11.7,34,0
5986,EPX,Travel Agency,Online,2 way Comprehensive Plan,27,VIET NAM,20,0,36,0
7504,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,33,THAILAND,39.6,23.76,38,0
7691,SSI,Airlines,Online,Ticket Protector,78,SINGAPORE,4.44,1.25,48,0
5356,EPX,Travel Agency,Online,Cancellation Plan,6,SINGAPORE,13,0,36,0
2946,EPX,Travel Agency,Online,Cancellation Plan,4,MALAYSIA,14,0,36,0
4037,EPX,Travel Agency,Online,2 way Comprehensive Plan,74,AUSTRALIA,26,0,35,0
8999,C2B,Airlines,Online,Silver Plan,30,SINGAPORE,81.5,20.38,34,1
6188,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,27,AUSTRALIA,59.4,35.64,31,0
2726,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,23,"TAIWAN, PROVINCE OF CHINA",29.7,17.82,45,0
2451,EPX,Travel Agency,Online,Cancellation Plan,12,UNITED ARAB EMIRATES,18,0,36,0
2774,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,UNITED STATES,74,0,34,0
6291,C2B,Airlines,Online,Annual Silver Plan,367,SINGAPORE,187.85,46.96,27,1
9246,EPX,Travel Agency,Online,Cancellation Plan,101,INDONESIA,24,0,36,0
9216,EPX,Travel Agency,Online,Cancellation Plan,10,PHILIPPINES,14,0,36,0
7449,EPX,Travel Agency,Online,2 way Comprehensive Plan,102,INDONESIA,20,0,36,0
5492,EPX,Travel Agency,Online,2 way Comprehensive Plan,56,SINGAPORE,58,0,36,0
8384,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,"KOREA, REPUBLIC OF",67,0,36,0
5821,EPX,Travel Agency,Online,1 way Comprehensive Plan,49,SINGAPORE,22,0,36,0
8162,C2B,Airlines,Online,Bronze Plan,8,SINGAPORE,17,4.25,25,0
3204,EPX,Travel Agency,Online,Cancellation Plan,97,PERU,23,0,32,0
8876,JZI,Airlines,Online,Basic Plan,91,MYANMAR,42,14.7,31,0
6560,C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,20.27834145,5.069585363,38,1
9551,EPX,Travel Agency,Online,Cancellation Plan,9,INDONESIA,0,0,36,0
8020,SSI,Airlines,Online,Ticket Protector,2,SINGAPORE,5.92,1.66,48,0
7519,C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,11.5,2.88,31,0
7033,EPX,Travel Agency,Online,Cancellation Plan,34,MALAYSIA,26,0,35,0
4938,C2B,Airlines,Online,Annual Silver Plan,378,SINGAPORE,291.75,72.94,29,1
2886,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,THAILAND,59,0,36,0
6805,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,MALAYSIA,29.7,17.82,50,0
5284,SSI,Airlines,Online,Ticket Protector,228,SINGAPORE,11.74,3.29,48,0
4452,C2B,Airlines,Online,Annual Silver Plan,371,SINGAPORE,216,54,32,1
5683,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,MALAYSIA,20,0,54,0
6692,JZI,Airlines,Online,Value Plan,30,NORWAY,67,23.45,45,0
9116,EPX,Travel Agency,Online,Cancellation Plan,4,MALAYSIA,10,0,36,0
9548,JZI,Airlines,Online,Basic Plan,32,HONG KONG,26,9.1,36,0
2038,EPX,Travel Agency,Online,2 way Comprehensive Plan,31,THAILAND,20,0,36,0
6775,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,CANADA,19.8,11.88,65,0
2757,EPX,Travel Agency,Online,Cancellation Plan,49,PHILIPPINES,13,0,36,0
5969,EPX,Travel Agency,Online,2 way Comprehensive Plan,31,CHINA,45,0,36,0
6173,EPX,Travel Agency,Online,Cancellation Plan,3,MALAYSIA,23,0,36,0
5625,C2B,Airlines,Online,Silver Plan,10,SINGAPORE,38.51267797,9.628169494,24,1
2038,C2B,Airlines,Online,Silver Plan,13,SINGAPORE,52.97048103,13.24762026,29,1
5996,EPX,Travel Agency,Online,Cancellation Plan,16,UNITED KINGDOM,68,0,36,0
8685,EPX,Travel Agency,Online,1 way Comprehensive Plan,29,SINGAPORE,30,0,36,0
8697,EPX,Travel Agency,Online,Cancellation Plan,29,HONG KONG,13,0,36,0
9585,EPX,Travel Agency,Online,1 way Comprehensive Plan,1,MALAYSIA,20,0,52,0
5249,EPX,Travel Agency,Online,Cancellation Plan,3,CHINA,23,0,36,0
2942,EPX,Travel Agency,Online,Cancellation Plan,76,MALAYSIA,10,0,37,0
7000,EPX,Travel Agency,Online,2 way Comprehensive Plan,36,THAILAND,45,0,36,0
8667,C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,23.13983786,5.786357844,29,1
4304,JZI,Airlines,Online,Basic Plan,20,THAILAND,18,6.3,30,0
2390,EPX,Travel Agency,Online,Cancellation Plan,2,SINGAPORE,16,0,36,0
4510,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,17.35618656,4.341080342,21,1
6858,JZI,Airlines,Online,Basic Plan,62,HONG KONG,26,9.1,41,0
2430,EPX,Travel Agency,Online,2 way Comprehensive Plan,29,MALAYSIA,20,0,66,0
7564,C2B,Airlines,Online,Silver Plan,12,SINGAPORE,62.25,15.56,29,0
5861,C2B,Airlines,Online,Annual Gold Plan,378,SINGAPORE,333,83.25,47,0
4161,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,30,SWEDEN,89.1,53.46,44,0
7500,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,UNITED KINGDOM,21,0,36,0
2130,EPX,Travel Agency,Online,1 way Comprehensive Plan,63,UNITED STATES,60,0,27,0
3413,RAB,Airlines,Online,Value Plan,27,BRUNEI DARUSSALAM,15,6,35,0
9060,TST,Travel Agency,Offline,Travel Cruise Protect,13,THAILAND,30,10.5,61,0
9465,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,NEW ZEALAND,118.8,71.28,50,0
5711,EPX,Travel Agency,Online,Cancellation Plan,44,JAPAN,40,0,36,0
9609,EPX,Travel Agency,Online,Cancellation Plan,15,THAILAND,23,0,30,0
5874,JZI,Airlines,Online,Basic Plan,38,CHINA,22,7.7,65,0
3886,EPX,Travel Agency,Online,Cancellation Plan,12,PHILIPPINES,11,0,36,0
8993,LWC,Travel Agency,Online,Annual Travel Protect Platinum,369,UNITED STATES,404.25,262.76,51,0
6446,EPX,Travel Agency,Online,Cancellation Plan,22,"TAIWAN, PROVINCE OF CHINA",38,0,36,0
9782,C2B,Airlines,Online,Silver Plan,9,SINGAPORE,33.5,8.38,43,0
4564,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,"TAIWAN, PROVINCE OF CHINA",20,0,36,0
3259,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,MALAYSIA,39.6,23.76,45,0
9427,EPX,Travel Agency,Online,Cancellation Plan,14,INDIA,10,0,36,0
5282,EPX,Travel Agency,Online,Cancellation Plan,84,HONG KONG,15,0,36,0
4420,C2B,Airlines,Online,Annual Silver Plan,381,SINGAPORE,216,54,27,1
9872,EPX,Travel Agency,Online,Cancellation Plan,10,"TAIWAN, PROVINCE OF CHINA",23,0,36,0
6812,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,INDIA,0,0,36,0
6933,EPX,Travel Agency,Online,Cancellation Plan,7,UNITED STATES,32,0,53,0
9700,C2B,Airlines,Online,Bronze Plan,57,SINGAPORE,27,6.75,42,0
6224,EPX,Travel Agency,Online,Cancellation Plan,144,"KOREA, REPUBLIC OF",35,0,36,0
6245,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,MALAYSIA,9.9,5.94,31,0
5300,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,INDONESIA,74,0,36,0
6654,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,MALAYSIA,19.8,11.88,46,0
4678,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,INDIA,38,0,36,0
2864,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,15,THAILAND,77.44357895,46.46614737,55,1
7442,EPX,Travel Agency,Online,2 way Comprehensive Plan,82,VIET NAM,24,0,36,0
3310,JZI,Airlines,Online,Basic Plan,80,PHILIPPINES,30,10.5,41,0
8431,EPX,Travel Agency,Online,Cancellation Plan,42,UNITED STATES,65,0,32,0
3096,EPX,Travel Agency,Online,Cancellation Plan,146,"KOREA, REPUBLIC OF",31,0,36,0
7678,EPX,Travel Agency,Online,1 way Comprehensive Plan,5,SINGAPORE,20,0,49,0
7629,EPX,Travel Agency,Online,Cancellation Plan,35,THAILAND,10,0,45,0
8565,EPX,Travel Agency,Online,Cancellation Plan,44,TURKEY,40,0,36,0
6916,C2B,Airlines,Online,Bronze Plan,105,SINGAPORE,29.5,7.38,33,0
